CPV Divisió,Descripció Divisió,CPV Grup,Descripció Grup,CPV Classe,Descripció Classe,CPV Categoria,Descripció Categoria
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322220-5,Etanol
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322300-0,"Diols, polialcohols i els seus derivats"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322310-3,Etilenglicol
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322320-6,Derivats d'alcohols
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322400-1,Fenols i els seus derivats
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322500-2,Alcohol
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24322510-5,Alcohol etílic
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323000-4,Àcids grassos monocarboxílics industrials
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323100-5,Olis àcids de refinament
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323200-6,Àcids carboxílics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323210-9,Àcid acètic
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323220-2,Àcid peracètic
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323300-7,Àcids monocarboxílics insaturats i els seus compostos
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323310-0,Èsters d'àcid metacrílic
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323320-3,Èsters d'àcid acrílic
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24323400-8,Àcids aromàtics policarboxílics i carboxílics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24324000-1,Compostos orgànics amb funcions nitrogenades
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24324100-2,Compostos amb funció d'amina
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24324200-3,Compostos aminats amb funcions oxigenades
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24324300-4,Ureïnes
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24324400-5,Compostos amb funcions nitrogenades
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24325000-8,Tiocompostos orgànics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24326000-5,"Aldehid, cetona, peròxids orgànics i èters"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24326100-6,Compostos amb funció aldehid
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24326200-7,Compostos amb funció cetona i quinona
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24326300-8,Peròxids orgànics
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24326310-1,Òxid d'etilè
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24326320-4,Èters
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327000-2,Productes químics orgànics diversos
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327100-3,Derivats vegetals per a tintura
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327200-4,Carbó vegetal
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327300-5,"Olis i productes de la destil·lació a alta temperatura del quitrà d'hulla, la brea i el quitrà de brea"
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327310-8,Quitrà d'hulla
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327311-5,Creosota
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327320-1,Brea
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327330-4,Quitrà de brea
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327400-6,Productes de resina
24000000-4,Productes químics,24300000-7,Productes químics orgànics i inorgànics de base,24320000-3,Productes químics orgànics de base,24327500-7,Lleixius residuals de la fabricació de pasta de fusta
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24410000-1,Adobs nitrogenats,24411000-8,Àcid nítric i sals
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24410000-1,Adobs nitrogenats,24411100-9,Nitrat de sodi
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24410000-1,Adobs nitrogenats,24412000-5,Àcids sulfonítrics
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24410000-1,Adobs nitrogenats,24413000-2,Amoníac
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24410000-1,Adobs nitrogenats,24413100-3,Amoníac líquid
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24410000-1,Adobs nitrogenats,24413200-4,Clorur d'amoni
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24410000-1,Adobs nitrogenats,24413300-5,Sulfat d'amoni
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24420000-4,Adobs fosfatats,24421000-1,Adobs minerals fosfatats
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24420000-4,Adobs fosfatats,24422000-8,Adobs químics fosfatats
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24430000-7,Adobs d'origen animal o vegetal,No definit,No definida
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24440000-0,Adobs diversos,No definit,No definida
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24450000-3,Productes agroquímics,24451000-0,Pesticides
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24450000-3,Productes agroquímics,24452000-7,Insecticides
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24450000-3,Productes agroquímics,24453000-4,Herbicides
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24450000-3,Productes agroquímics,24454000-1,Reguladors del creixement de les plantes
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24450000-3,Productes agroquímics,24455000-8,Desinfectants
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24450000-3,Productes agroquímics,24456000-5,Rodenticides
24000000-4,Productes químics,24400000-8,Abonaments i compostos nitrogenats,24450000-3,Productes agroquímics,24457000-2,Fungicides
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24510000-2,Polímers d'etilè en formes primàries,No definit,No definida
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24520000-5,Polímers de propilè en formes primàries,No definit,No definida
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24530000-8,Polímers d'estirè en formes primàries,No definit,No definida
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24540000-1,Polímers de vinil en formes primàries,24541000-8,Polímers d'acetat de vinil en formes primàries
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24540000-1,Polímers de vinil en formes primàries,24542000-5,Polímers acrílics en formes primàries
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24550000-4,Polièsters en formes primàries,No definit,No definida
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24560000-7,Poliamides en formes primàries,No definit,No definida
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24570000-0,Resines ureiques en formes primàries,No definit,No definida
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24580000-3,Resines amíniques en formes primàries,No definit,No definida
24000000-4,Productes químics,24500000-9,Matèries plàstiques en formes primàries,24590000-6,Silicones en formes primàries,No definit,No definida
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24611000-0,Pólvores propel·lents
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24611100-1,Combustibles de propergol
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24612000-7,Explosius diversos
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24612100-8,Dinamita
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24612200-9,TNT
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24612300-0,Nitroglicerina
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24613000-4,"Coets de senyals, coets granífugs, senyals acústics i articles de pirotècnia"
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24613100-5,Cartutxos per espantar ocells
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24613200-6,Focs artificials
24000000-4,Productes químics,24600000-0,Explosius,24610000-3,Explosius preparats,24615000-8,"Metxes, detonadors, encebadors i detonadors elèctrics"
24000000-4,Productes químics,24900000-3,Productes químics purs i altres productes químics,24910000-6,Coles,24911000-3,Gelatines
24000000-4,Productes químics,24900000-3,Productes químics purs i altres productes químics,24910000-6,Coles,24911200-5,Adhesius
24000000-4,Productes químics,24900000-3,Productes químics purs i altres productes químics,24920000-9,Olis essencials,No definit,No definida
